id,name,absolute_magnitude,estimated_diameter_min,estimated_diameter_max,is_potentially_hazardous,relative_velocity,miss_distance,orbiting_body,close_approach_date,approach_month,approach_day,close_approach_date_display,has_missing_data,size_uncertainty,diameter_diff,diameter_velocity_ratio,energy_proxy,proximity_risk,orbital_stability_index,predicted_hazard,hazard_probability
2141078,141078 (2001 XQ30),18.65,0.4949427609,1.1067256584,False,6.6943576856,29107286.94692167,Earth,2025-03-18,3,18,2025-03-18,False,1.495348781259171,0.6117828975,0.16532215790928517,60.74880833323958,0.6106773196246982,5.132032042914552e-09,True,0.57
2303450,303450 (2005 BY2),20.49,0.2121069879,0.4742856434,True,7.2502330399,25586139.034666482,Earth,2025-03-18,3,18,2025-03-18,False,1.495348781146931,0.2621786555,0.06541660672007056,5.60820484761926,0.6577742113994937,5.390676602719098e-09,False,0.485
3557535,(2011 CK50),24.2,0.0384197891,0.0859092601,False,11.9232910188,14658609.23782037,Earth,2025-03-18,3,18,2025-03-18,False,1.495348781144586,0.047489471,0.007205163403672939,0.09013889385661183,0.8039346968527432,5.721515621730615e-09,False,0.0
3781467,(2017 RY15),22.73,0.0756057762,0.1690596552,False,11.1457584592,17133773.585288037,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487817747653,0.09345387899999999,0.015168070958908476,0.6002597057999971,0.770828292264685,5.236454680186908e-09,False,0.0
54055085,(2020 TL2),24.5,0.0334622374,0.0748238376,False,14.8472655474,46406320.1472951,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487821641511,0.0413616002,0.0050395702401310445,0.09234489426130998,0.3792951923329275,1.4513641523457425e-09,False,0.0
54062082,(2020 TS4),27.9,0.0069912523,0.0156329154,False,6.8309498324,56647272.85350299,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487816683184,0.008641663099999999,0.002288541971989201,0.00017827158449540076,0.24231797544397193,2.584281969590121e-09,False,0.0
54105264,(2021 AA5),25.8,0.0183888672,0.0411187571,False,8.3326483251,69827853.11615211,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487814318518,0.0227298899,0.0049346564856385606,0.0048270971810022625,0.06602195561519664,1.718653224664401e-09,False,0.0
54316913,(2022 UR1),24.04,0.0413575665,0.0924783301,False,17.3430024795,36971497.7938257,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487813993458,0.05112076360000001,0.005332313721877883,0.23788579490410636,0.5054900635421795,1.5595836324394184e-09,False,0.0
54340261,(2023 BJ5),28.31,0.0057883526,0.0129431498,False,5.0206961815,72476693.90366499,Earth,2025-03-18,3,18,2025-03-18,False,1.495348775945007,0.007154797199999999,0.002577959177791368,5.465725490669337e-05,0.030592552759393765,2.7481326001831995e-09,False,0.0
54381339,(2023 RZ3),25.7,0.0192555078,0.0430566244,False,18.7303118917,16189487.265877781,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487815324447,0.0238011166,0.0022987670813468817,0.028003347774761475,0.7834585343612748,3.2977816438684115e-09,False,0.0
54430777,(2024 EH4),23.81,0.0459785188,0.1028110936,False,14.2875016875,55989458.2123001,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487816462723,0.0568325748,0.007195876217459939,0.2218362553673816,0.2511165336802734,1.2500789445316508e-09,False,0.0
54499613,(2024 VB4),24.51,0.0333084924,0.0744800533,False,13.6636996006,51532624.12282436,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487818793993,0.0411715609,0.005450943410431054,0.07713589928398204,0.31072863689232555,1.420199765560674e-09,False,0.0
54521713,(2025 DU25),27.251,0.0094265978,0.0210785134,False,5.337337255,1114814.322683445,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487784775454,0.011651915599999998,0.0039492564162502035,0.0002667898029701097,0.9850888713530961,1.680632719844331e-07,False,0.0
54523832,(2025 FB),24.038,0.0413956758,0.092563545,False,7.4961353013,12458405.311659306,Earth,2025-03-18,3,18,2025-03-18,False,1.495348780709573,0.0511678692,0.0123481689269866,0.04456508817192096,0.8333633856710214,1.0707796958974565e-08,False,0.0
54523942,(2025 FC),28.792,0.0046361233,0.0103666868,False,17.1753164081,66173.450931114,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487775522871,0.0057305635,0.0006035805427788799,0.0003286468138494792,0.9991149011815095,8.798557365210912e-07,False,0.0
54523943,(2025 FD),23.86,0.04493192,0.1004708274,False,24.537691994,1944069.64880461,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487806289922,0.055538907400000004,0.004094550841398095,0.6106429646153858,0.9739972190507117,2.0963049953716283e-08,False,0.0
54523985,(2025 FP),27.22,0.0095621373,0.0213815891,False,8.9055948154,785628.877201989,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487842639277,0.0118194518,0.0024009164511982835,0.0007752571876197267,0.9894918705130343,1.429287612815316e-07,False,0.0
54524055,(2025 FA1),26.016,0.0166477282,0.0372254519,False,11.4363618507,2315521.788325664,Earth,2025-03-18,3,18,2025-03-18,False,1.4953487806961934,0.020577723699999998,0.0032550082260401274,0.006746767000497303,0.9690288843909687,3.7762717523000094e-08,False,0.0
3732114,(2015 UG51),25.8,0.0183888672,0.0411187571,False,18.1233610962,52212414.047859415,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487814318518,0.0227298899,0.0022688262338171664,0.022834811103145152,0.3016361496334,1.0567870508542138e-09,False,0.0
3750669,(2016 GC135),23.49,0.0532788665,0.1191351672,False,8.7800069917,29904822.931948222,Earth,2025-03-19,3,19,2025-03-19,False,1.495348780856366,0.06585630070000001,0.013568914843988393,0.130349586999517,0.6000099273681645,3.808587195550058e-09,False,0.0
3764835,(2016 WM8),24.2,0.0384197891,0.0859092601,False,8.5119706044,72927066.57902199,Earth,2025-03-19,3,19,2025-03-19,False,1.495348781144586,0.047489471,0.010092758080671926,0.045938854979743836,0.02456862145114358,1.6109465831151125e-09,False,0.0
54296739,(2022 QO2),27.66,0.0078082728,0.0174598287,False,16.3409066888,9310511.430309538,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487783237345,0.009651555899999999,0.0010684736797357092,0.0014212557527477298,0.8754678417015315,6.572798407073295e-09,False,0.0
54416960,(2023 XR14),28.34,0.0057089334,0.0127655632,False,17.2112008625,34310532.08398954,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487834808956,0.007056629799999999,0.0007417009017548441,0.0006162292181604935,0.5410816425316376,1.693407090392804e-09,False,0.0
54458504,(2024 NV1),25.16,0.0246919266,0.0552128263,False,9.0847815967,73932626.06169449,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487802322005,0.030520899699999996,0.006077507280973686,0.013891492821931873,0.01111882402465203,1.4888446218014156e-09,False,0.0
54490132,(2024 TT9),24.66,0.0310852938,0.0695088301,False,14.8237397756,58831928.205367304,Earth,2025-03-19,3,19,2025-03-19,False,1.495348781895088,0.038423536300000005,0.004689021201951488,0.07379645535727539,0.21309725560034487,1.1466454047675092e-09,False,0.0
54520803,(2025 DE7),25.211,0.02411876,0.053931187,False,4.3204421747,18175295.408562593,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487827045746,0.029812427,0.012482793385319371,0.0029280354519753272,0.7568974828200931,1.2734747103551902e-08,False,0.0
54522521,(2025 CE13),21.423,0.1380241167,0.3086313075,True,14.1470966724,17149718.833296873,Earth,2025-03-19,3,19,2025-03-19,False,1.495348781280418,0.1706071908,0.02181587605194769,5.8837549759482055,0.7706150176058213,4.121693321098417e-09,True,0.72
54522918,(2025 EQ2),26.906,0.0110498142,0.0247081358,False,6.1800104874,2009335.489458434,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487845515894,0.013658321599999999,0.003998073441845403,0.0005761006470982162,0.9731242599162301,8.053011753891229e-08,False,0.0
54523986,(2025 FQ),23.306,0.0579902494,0.1296701397,False,19.4015774329,22255502.199722067,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487812756145,0.0716798903,0.006683484378961545,0.8207181143679267,0.7023229342777833,2.3159307007981004e-09,False,0.0
54524057,(2025 FC1),27.642,0.0078732669,0.0176051601,False,18.7567123766,640226.763702092,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487857484618,0.0097318932,0.0009386058572803716,0.0019197000412062685,0.9914366873097095,8.32740057217108e-08,False,0.0
54524058,(2025 FD1),27.325,0.0091107678,0.0203722961,False,23.7650119654,1013441.121252385,Earth,2025-03-19,3,19,2025-03-19,False,1.4953487801930103,0.011261528299999999,0.0008572390424065626,0.004775248907792426,0.9864447822138828,4.152058277134478e-08,False,0.0
